objectid,filename,title,creator,editor,date,subject,description,source,identifier,format,language,rights,rightsstatement
coll105,welty.jpeg,The Stories of Elizabeth Spencer,Elizabeth Spencer, ,1981,Fiction, Note: Foreward by Welty,Mississippi Department of Archives and History,W.2005.1.105,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll106,welty.jpeg,Kate Vaiden,Reynolds Price, ,1986,Fiction, Note: ,Mississippi Department of Archives and History,W.2005.1.106,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll107,welty.jpeg,The Great Speckled Bird and Other Stories,P.H Lowery, ,1964,Fiction,For Miss Welty/ who taught all of/ us so much/ with best regards Perrin Note: Book summary mentions Eudora Welty,Mississippi Department of Archives and History,W.2005.1.107,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll108,welty.jpeg,The Collected Stories of Peter Taylor,Peter Taylor, Farrar et al.,1969,Fiction,"

Inscription on front free end paper: Eudora Welty Note: ",Mississippi Department of Archives and History,W.2005.1.108,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll109,welty.jpeg,Canaletto's View of London, , ,1961,Art,"""Christmas 1961/ For Eudora/ with love from/ Bill and Emmy"" Note: ",Mississippi Department of Archives and History,W.2005.1.109,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll110,welty.jpeg,Tuner Watercolors,Martin Butlin, ,1965,Art, Note: ,Mississippi Department of Archives and History,W.2005.1.110,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll111,welty.jpeg,Manet,Pierre Courthion, ,1962,Art, Note: ,Mississippi Department of Archives and History,W.2005.1.111,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll112,welty.jpeg,"Paintings, Watercolours, and Drawings John Constable", ,Tate Gallery ,1976,Art Exhibition," Note: Exhibit at Tate Gallery from February 18-April 25, 1976 produced in honor of bicentennial of John Constable's birth.",Mississippi Department of Archives and History,W.2005.1.112,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll113,welty.jpeg,Spanish Paintings: Museums of Masterpieces, ,Editions du Chene Paris ,1950,Art Portfolio, Note: ,Mississippi Department of Archives and History,W.2005.1.113,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll114,welty.jpeg,The Foquets of Chantilly, ,Conde Museum ,192-,Non-fiction,"

Printed in Paris...bound in New York City. --Introduction signed: Henri Malo Note: ",Mississippi Department of Archives and History,w.2005.1.114,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll115,welty.jpeg,Les Tres Riches Heures du Duc De Berry, ,Verve The French Review of Art No. 7 ,1961,Art, Note: ,Mississippi Department of Archives and History,W..2005.1.115,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll116,welty.jpeg,Gislebertus: Sculptor of Autunorge Zarnecki,Denis;George Grivot;Zarnecki, ,1986,Art, Note: ,Mississippi Department of Archives and History,W.2005.1.116,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll117,welty.jpeg,Picasso: Blue and Rose Periods,William S. Lieberman, ,1952,Art, Note: Something written in pencil on top right of the book,Mississippi Department of Archives and History,W.2005.1.117,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll118,welty.jpeg,The Classical Figure, ,Byran Holme,1943,Art, Note: ,Mississippi Department of Archives and History,W.2005.1.118,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll119,welty.jpeg,Pablo Picasso Retrospective, ,"The Museum of Modern Art, New York ",1980,Art Exhibition,"b)Errata slip inserted in back is a white single leaf sheet with corrections and associated page numbers. Note: ""Published on the occasion of the exhibition 'Pablo Picasso: a retrospective,' May 22-September 16, 1980, organized by the Museum of Modern Art, New York, with the collaboration of the ReÌunion des museÌes nationaux de France."" --Errata slip (b) inserted (pg. 49).",Mississippi Department of Archives and History,W.2005.1..119a,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll120,welty.jpeg,ERRATA (from 1.119a), , ,1980,, Note: Single Page,Mississippi Department of Archives and History,W.2005.1.119b,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll121,welty.jpeg,In China,Eve Arnold, ,1980,Photography,"Inscription inside front cover:
""Jane Reid Petty/New Stage/Theatre"" Note: LCCN: 90050588 (misprinted in book as 80-50588)",Mississippi Department of Archives and History,W.2005.1.120,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll122,welty.jpeg,Natural Histories,Jules Renard,Richard Howard,1966,Non-fiction," Note: ""Illustrated with lithographs and drawings by Toulouse Lautrec, Bonnard [and] W. Stein; commentary by Edgar Munhall."" --French text in a separate section ([16] p.) inserted. ",Mississippi Department of Archives and History,W.2005.1.121a,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll123,welty.jpeg,Histores Naturelles,Jules Renard, ,1966,Non-fiction, Note: French Version of a,Mississippi Department of Archives and History,W.2005.1.121b,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll124,welty.jpeg,La Dame a la Licorne,Etienne de Sadeleer, ,1973,," Note: ""Six poèmes d'Étienne de Sadeleer précédés d'un texte de Rainer Maria Rilke""--Cover.",Mississippi Department of Archives and History,W.2005.1.122,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll125,welty.jpeg,John Sunderland Constable,John Sunderland, ,1976,, Note: ,Mississippi Department of Archives and History,W.2005.1.123,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll126,welty.jpeg,Summer Mountains: The Timeless Landscape,Wen Fong, ,1975,Art, Note: ,Mississippi Department of Archives and History,W.2005.1.124,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll127,welty.jpeg,Matisse 16 Peintures 1939-1946, ,"Les Editions du Chene, Paris ",1946 [c1943],Art Portfolio, Note: ,Mississippi Department of Archives and History,W.2005.1.125,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll128,welty.jpeg,Velazquez,Diego Velaquez,C. David Ley (translator) Ley,1953,, Note: Introduction by Jose,Mississippi Department of Archives and History,W.2005.1.126,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll129,welty.jpeg,Ghosts Along the Mississppi:The Magic of the Old Houses of Louisiana,Clarence John Laughlin, ,1953,Non-fiction, Note: An Evergreen Book $1.45,Mississippi Department of Archives and History,W.2005.1.127,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll130,welty.jpeg,Alice Neel,Patricia Hills, ,1983,Non-fiction," Note: A Valentine's Day card from Lemuria was found on the first page.  Dated Feb. 14, 1984.  A yellow Lemuria card was found on the contents page. ",Mississippi Department of Archives and History,W.2005.1.128,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll131,welty.jpeg,"Michelangelo: Paintings, Sculptures, Architecture",Ludwig Goldscheider, ,1954,Non-fiction,"Book is inscribed on front free end paper: ""For Eudora Welty/ with the high regard/ and the warm thanks of/ the Archives/ of Duke University/ July 1955 - "" Note: ",Mississippi Department of Archives and History,W.2005.1.129,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll132,welty.jpeg,Great French Painting in the Hermitage,Charles Sterling, ,1958,Non-fiction," Note: Translation of MuseÌe de l'Ermitage: la peinture francÌ§aise de Poussin aÌ€ nos jours. --""Both reproductions of, and references to, a number of important pictures belonging to the Pushkin Museum in Moscow will be found in this book.""",Mississippi Department of Archives and History,W.2005.1.130,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll133,welty.jpeg,Leonardo Da Vinci, GoldscheiderLudwig, ,1943,Non-fiction,"Inscription on front free end paper: ""for Eudora, with love/ from Frank/ Christmas, 1943"" Note: Half-title: Leonardo da Vinci, the artist, by Ludwig Goldscheider.",Mississippi Department of Archives and History,W2005.1.131,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll134,welty.jpeg,Sculptures of Donatello, , ,1941,Nonfiction," Note: ""First printed 1941."" --""Made in Great Britain."" --""Donatello's works"" (p. 9-41) signed L. G. [i.e. Ludwig Goldscheider] --Most of the plates are from photographs by Ilse Schneider-Lengyel.  cf. p. [47] ",Mississippi Department of Archives and History,W2005.1.132,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll135,welty.jpeg,Masterpieces of Painting from the National Gallery of Art, ,Hunington; John Caims; Walker,1944,Art," Note: ""Opposite each picture the editors have placed a comment. These comments have been drawn from a variety of sources, novels, poetry, history, philosophy and formal writings on art.""--Pref.",Mississippi Department of Archives and History,W2005.1.133,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll136,welty.jpeg,The Waste Land and Other Poems,T.S. Eliot, ,"1940, 1949 printing.",Poetry, Note: ,Mississippi Department of Archives and History,W2005.1.134,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll137,welty.jpeg,Passages from the Diary of Samuel Pepys,Samuel Pepys,Richard Le Gallienne,1921,Nonfiction, Note: ,Mississippi Department of Archives and History,W2005.1.135,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll138,welty.jpeg,The Decameron of Giovanni Boccaccio,Giovanni Boccaccio, ,1930,Fiction, Note: ,Mississippi Department of Archives and History,W2005.1.136,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll139,welty.jpeg,A Season in Hell,Arthur Rimbaud, ,1945,Poetry, Note: ,Mississippi Department of Archives and History,W2005.1.137,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll140,welty.jpeg,A Room With a View,E.M Forster, ,1961,Fiction,"Inscription on front free end paper: ""Christmas 1961/ For Eudora/ with love from/ Bill and Emmy"" Note: ",Mississippi Department of Archives and History,W2005.1.138,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll141,welty.jpeg,Where Angels Tread,E.M Forster, ,1947,Fiction,"Book is inscribed on front free end paper: ""Eudora Welty"" Note: First published 1905.",Mississippi Department of Archives and History,W2005.1.139,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll142,welty.jpeg,Complete Poetical Works of Francis Thomson,Francis Thomson,The Modern Library ,1918?,Poetry,"Book is inscribed on front free end paper: ""Eudora Welty/ Lynchburg, VA.""   Book also has various marks throughout: there are pen marks near some of the authors' names in the list of ""Distinguished Writers Who Have Written Introductions to Titles in The Modern Library"" at the end of the book. Pgs. 66-67 have marks, pgs. 90-91 have underlining, pg. 146 has a margin mark, pg. 177 has a sentence underlined, pg. 248 has underlining, pg. 350 has a sentence marked out and additional underlining. Note: ",Mississippi Department of Archives and History,W2005.1.140,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll143,welty.jpeg,The Works of Plato,Plato ,Irwin Edwin,1930,Non-fiction," Note: ""This is the standard, authorized text of the third edition of the Jowett translation.""",Mississippi Department of Archives and History,W2005.1.141,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll144,welty.jpeg,Collected Short Stories,E.M Forster, ,,Fiction, Note: ,Mississippi Department of Archives and History,W2005.1.142,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll145,welty.jpeg,The Longest Journey,E.M Forster, ,1947,Fiction, Note: First published in 1907.,Mississippi Department of Archives and History,W2005.1.143,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll146,welty.jpeg,Apuleius: The Golden Ass Being the Metamorphoses of Lucius Apuleius,Apuleius , Page et al.,1947,Fiction, Note: Latin and English on opposite pages.,Mississippi Department of Archives and History,W2005.1.144,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll147,welty.jpeg,Of the Nature of Things,Lucretius , ,1921,Non-fiction, Note: Translation of De rerum natura.,Mississippi Department of Archives and History,W2005.1.145,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll148,welty.jpeg,Women in Love,D.H. Lawrence, ,1970 [c1965],Fiction,"Inscribed on first page:
""For / Eudora / with / love / from / Bill"" Note: A poem. --""Limited to one hundred and eighty numbered copies of which one hundred and fifty copies are for sale ... All copies are signed by the author. This is number 29.""",Mississippi Department of Archives and History,W2005.1.146,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll149,welty.jpeg,Mediaeval Latin Lyrics,Helen Waddell, ,1933-1952,Non-fiction, Note: ,Mississippi Department of Archives and History,W2005.1.147,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll150,welty.jpeg,The English Poems of John Milton,John Milton,H.C. Beeching,1929,Poetry,"Book is inscribed on front free end paper: ""Eudora Welty"" Note: ",Mississippi Department of Archives and History,W2005.1.148,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll151,welty.jpeg,Border Ballads, ,William Beattie,1952,Poetry, Note: ,Mississippi Department of Archives and History,W2005.1.149,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll152,welty.jpeg,D.H. Lawrence Selected Poems,D.H . Lawrence, ,1947,Poetry, Note: ,Mississippi Department of Archives and History,W2005.1.150,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll153,welty.jpeg,The Canterbury Tales,Geofrey Chaucer, ,1955,Poetry, Note: ,Mississippi Department of Archives and History,W2005.1.151,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll154,welty.jpeg,The Guermantes Way,Marcel Proust, ,1925,Fiction, Note: ,Mississippi Department of Archives and History,W2005.1.152,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll155,welty.jpeg,Les Fleurs du Mal,Charles Baudelaire, ,1942,Poetry,"""To Eudora Welty/ through the friendship/ of John/ Henry Hall/ Alga, 3 December 43"" Note: ",Mississippi Department of Archives and History,W2005.1.153,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll156,welty.jpeg,The Portable Dante,Dante Alighieri,Paolo Milano,1947,Anthology, Note: ,Mississippi Department of Archives and History,W2005.1.154,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll157,welty.jpeg,A View Without a Room,E.M. Forster, ,1973,Fiction," Note: Updating A room with a view on the 50th anniversary of its publication, this essay was published simultaneously, on July 27, 1958, in the Observer and in the New York times book review. --""This first edition ... is limited to two hundred copies""--Colophon.",Mississippi Department of Archives and History,W2005.1.155,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll158,welty.jpeg,Battersea Rise,E.M. Forster, ,1955,Non-fiction," Note: ""This first edition has been privately printed for the friends of the author and his publishers as a New Year's greeting.""",Mississippi Department of Archives and History,W2005.1.156,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll159,welty.jpeg,Concluding,Henry Green, ,1950,Fiction, Note: ,Mississippi Department of Archives and History,W2005.1.157,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
coll160,welty.jpeg,Poems and Prophecies by William Blake,William Blake,Max Plowman,1934,Poetry, Note: ,Mississippi Department of Archives and History,W2005.1.158,image/jpg,eng,Public domain,http://rightsstatements.org/vocab/NoC-US/1.0/
